date,first_user_source,first_user_medium,first_user_campaign,first_user_channel_group,new_users,total_users,sessions,engaged_sessions,engagement_rate,event_count,conversions,total_revenue
2025-05-20T00:00:00Z,(direct),(none),(not set),Direct,113,139,142,69,48.59,522,5,276.83
2025-05-20T00:00:00Z,google,cpc,brand_awareness,Paid Search,52,58,78,49,62.82,249,1,52.21
2025-05-20T00:00:00Z,facebook,social,(not set),Organic Social,45,52,63,32,50.79,277,1,45.76
2025-05-20T00:00:00Z,partner-blog.com,referral,(not set),Referral,29,34,35,19,54.29,124,1,42.67
2025-05-20T00:00:00Z,mailchimp,email,weekly_newsletter,Email,9,9,13,6,46.15,49,0,0.0
2025-05-21T00:00:00Z,google,organic,(not set),Organic Search,129,135,137,61,44.53,509,4,193.79
2025-05-21T00:00:00Z,(direct),(none),(not set),Direct,85,87,120,77,64.17,408,3,151.23
2025-05-21T00:00:00Z,google,cpc,brand_awareness,Paid Search,62,75,85,44,51.76,344,3,173.39
2025-05-21T00:00:00Z,facebook,social,(not set),Organic Social,32,39,53,24,45.28,261,1,38.71
2025-05-21T00:00:00Z,partner-blog.com,referral,(not set),Referral,30,34,38,17,44.74,158,1,31.88
2025-05-21T00:00:00Z,mailchimp,email,weekly_newsletter,Email,12,13,16,10,62.5,66,0,0.0
2025-05-22T00:00:00Z,google,organic,(not set),Organic Search,142,175,250,138,55.2,1229,8,459.91
2025-05-22T00:00:00Z,(direct),(none),(not set),Direct,78,83,87,43,49.43,382,3,164.74
2025-05-22T00:00:00Z,google,cpc,brand_awareness,Paid Search,52,63,67,38,56.72,294,2,80.4
2025-05-22T00:00:00Z,facebook,social,(not set),Organic Social,35,41,61,31,50.82,207,1,59.09
2025-05-22T00:00:00Z,partner-blog.com,referral,(not set),Referral,30,31,39,22,56.41,185,0,0.0
2025-05-22T00:00:00Z,mailchimp,email,weekly_newsletter,Email,13,16,16,9,56.25,62,0,0.0
2025-05-23T00:00:00Z,google,organic,(not set),Organic Search,150,183,244,136,55.74,897,9,530.42
2025-05-23T00:00:00Z,(direct),(none),(not set),Direct,112,122,165,94,56.97,553,4,234.96
2025-05-23T00:00:00Z,google,cpc,brand_awareness,Paid Search,70,90,126,67,53.17,461,3,166.59
2025-05-23T00:00:00Z,facebook,social,(not set),Organic Social,46,46,64,33,51.56,221,2,73.93
2025-05-23T00:00:00Z,partner-blog.com,referral,(not set),Referral,33,34,48,30,62.5,223,2,112.11
2025-05-23T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,10,11,5,45.45,37,0,0.0
2025-05-24T00:00:00Z,google,organic,(not set),Organic Search,112,121,122,68,55.74,464,2,105.34
2025-05-24T00:00:00Z,(direct),(none),(not set),Direct,79,100,137,82,59.85,445,3,138.44
2025-05-24T00:00:00Z,google,cpc,brand_awareness,Paid Search,53,63,80,51,63.75,356,3,131.56
2025-05-24T00:00:00Z,facebook,social,(not set),Organic Social,32,32,33,16,48.48,133,1,53.62
2025-05-24T00:00:00Z,partner-blog.com,referral,(not set),Referral,25,29,42,24,57.14,205,1,48.49
2025-05-24T00:00:00Z,mailchimp,email,weekly_newsletter,Email,9,11,12,7,58.33,45,0,0.0
2025-05-25T00:00:00Z,google,organic,(not set),Organic Search,116,130,170,107,62.94,617,7,266.29
2025-05-25T00:00:00Z,(direct),(none),(not set),Direct,81,97,145,91,62.76,628,3,171.1
2025-05-25T00:00:00Z,google,cpc,brand_awareness,Paid Search,46,58,68,43,63.24,205,3,158.36
2025-05-25T00:00:00Z,facebook,social,(not set),Organic Social,29,29,33,17,51.52,155,1,57.2
2025-05-25T00:00:00Z,partner-blog.com,referral,(not set),Referral,18,22,29,16,55.17,112,1,40.19
2025-05-25T00:00:00Z,mailchimp,email,weekly_newsletter,Email,8,8,11,5,45.45,42,0,0.0
2025-05-26T00:00:00Z,google,organic,(not set),Organic Search,191,235,311,160,51.45,941,12,439.11
2025-05-26T00:00:00Z,(direct),(none),(not set),Direct,96,107,110,66,60.0,476,3,164.54
2025-05-26T00:00:00Z,google,cpc,brand_awareness,Paid Search,60,66,68,40,58.82,311,1,39.55
2025-05-26T00:00:00Z,facebook,social,(not set),Organic Social,41,50,73,42,57.53,272,2,103.22
2025-05-26T00:00:00Z,partner-blog.com,referral,(not set),Referral,23,26,37,19,51.35,142,0,0.0
2025-05-26T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,12,15,7,46.67,54,0,0.0
2025-05-27T00:00:00Z,google,organic,(not set),Organic Search,150,170,212,100,47.17,1047,6,333.58
2025-05-27T00:00:00Z,(direct),(none),(not set),Direct,103,119,136,79,58.09,456,5,298.6
2025-05-27T00:00:00Z,google,cpc,brand_awareness,Paid Search,66,68,81,42,51.85,397,2,83.07
2025-05-27T00:00:00Z,facebook,social,(not set),Organic Social,33,41,52,24,46.15,189,1,48.5
2025-05-27T00:00:00Z,partner-blog.com,referral,(not set),Referral,28,35,37,19,51.35,155,1,48.85
2025-05-27T00:00:00Z,mailchimp,email,weekly_newsletter,Email,9,10,11,5,45.45,51,0,0.0
2025-05-28T00:00:00Z,google,organic,(not set),Organic Search,156,198,216,103,47.69,927,4,161.08
2025-05-28T00:00:00Z,(direct),(none),(not set),Direct,77,90,123,58,47.15,549,5,259.56
2025-05-28T00:00:00Z,google,cpc,brand_awareness,Paid Search,54,58,81,49,60.49,319,2,97.02
2025-05-28T00:00:00Z,facebook,social,(not set),Organic Social,30,31,40,20,50.0,127,1,44.11
2025-05-28T00:00:00Z,partner-blog.com,referral,(not set),Referral,20,22,31,18,58.06,94,1,34.02
2025-05-28T00:00:00Z,mailchimp,email,weekly_newsletter,Email,12,14,16,8,50.0,51,0,0.0
2025-05-29T00:00:00Z,google,organic,(not set),Organic Search,193,217,230,126,54.78,884,5,194.18
2025-05-29T00:00:00Z,(direct),(none),(not set),Direct,109,126,133,66,49.62,545,4,147.92
2025-05-29T00:00:00Z,google,cpc,brand_awareness,Paid Search,59,75,106,67,63.21,319,3,162.58
2025-05-29T00:00:00Z,facebook,social,(not set),Organic Social,36,45,61,39,63.93,303,2,60.83
2025-05-29T00:00:00Z,partner-blog.com,referral,(not set),Referral,35,44,48,25,52.08,191,1,42.67
2025-05-29T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,10,12,7,58.33,36,0,0.0
2025-05-30T00:00:00Z,google,organic,(not set),Organic Search,193,219,273,151,55.31,969,11,465.67
2025-05-30T00:00:00Z,(direct),(none),(not set),Direct,133,171,190,86,45.26,723,6,319.58
2025-05-30T00:00:00Z,google,cpc,brand_awareness,Paid Search,79,88,113,53,46.9,470,4,178.15
2025-05-30T00:00:00Z,facebook,social,(not set),Organic Social,51,64,92,43,46.74,285,2,96.29
2025-05-30T00:00:00Z,partner-blog.com,referral,(not set),Referral,29,30,36,20,55.56,108,1,32.18
2025-05-30T00:00:00Z,mailchimp,email,weekly_newsletter,Email,13,16,20,9,45.0,95,0,0.0
2025-05-31T00:00:00Z,google,organic,(not set),Organic Search,119,127,147,79,53.74,453,3,91.79
2025-05-31T00:00:00Z,(direct),(none),(not set),Direct,66,69,99,50,50.51,482,2,72.73
2025-05-31T00:00:00Z,google,cpc,brand_awareness,Paid Search,47,47,48,28,58.33,214,1,52.08
2025-05-31T00:00:00Z,facebook,social,(not set),Organic Social,26,33,45,22,48.89,141,1,47.35
2025-05-31T00:00:00Z,partner-blog.com,referral,(not set),Referral,21,23,23,13,56.52,96,1,57.58
2025-05-31T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,12,12,6,50.0,59,0,0.0
2025-06-01T00:00:00Z,google,organic,(not set),Organic Search,132,147,170,85,50.0,559,6,329.64
2025-06-01T00:00:00Z,(direct),(none),(not set),Direct,64,80,91,54,59.34,310,3,143.81
2025-06-01T00:00:00Z,google,cpc,brand_awareness,Paid Search,43,52,67,40,59.7,285,1,36.46
2025-06-01T00:00:00Z,facebook,social,(not set),Organic Social,33,35,49,22,44.9,212,1,42.41
2025-06-01T00:00:00Z,partner-blog.com,referral,(not set),Referral,24,29,37,17,45.95,141,1,30.77
2025-06-01T00:00:00Z,mailchimp,email,weekly_newsletter,Email,9,10,11,5,45.45,35,0,0.0
2025-06-02T00:00:00Z,google,organic,(not set),Organic Search,146,178,203,117,57.64,633,4,149.04
2025-06-02T00:00:00Z,(direct),(none),(not set),Direct,77,85,106,49,46.23,363,3,137.02
2025-06-02T00:00:00Z,google,cpc,brand_awareness,Paid Search,52,56,74,40,54.05,289,2,63.0
2025-06-02T00:00:00Z,facebook,social,(not set),Organic Social,27,32,33,17,51.52,160,1,43.42
2025-06-02T00:00:00Z,partner-blog.com,referral,(not set),Referral,23,28,35,16,45.71,172,1,34.64
2025-06-02T00:00:00Z,mailchimp,email,weekly_newsletter,Email,9,11,11,6,54.55,44,0,0.0
2025-06-03T00:00:00Z,google,organic,(not set),Organic Search,163,198,234,114,48.72,821,6,181.86
2025-06-03T00:00:00Z,(direct),(none),(not set),Direct,116,116,161,84,52.17,742,4,179.32
2025-06-03T00:00:00Z,google,cpc,brand_awareness,Paid Search,61,77,105,53,50.48,387,2,95.67
2025-06-03T00:00:00Z,facebook,social,(not set),Organic Social,39,44,52,25,48.08,237,1,48.14
2025-06-03T00:00:00Z,partner-blog.com,referral,(not set),Referral,29,30,36,21,58.33,156,1,32.06
2025-06-03T00:00:00Z,mailchimp,email,weekly_newsletter,Email,12,12,16,8,50.0,51,0,0.0
2025-06-04T00:00:00Z,google,organic,(not set),Organic Search,154,171,216,123,56.94,767,5,184.9
2025-06-04T00:00:00Z,(direct),(none),(not set),Direct,82,99,127,61,48.03,488,3,91.56
2025-06-04T00:00:00Z,google,cpc,brand_awareness,Paid Search,50,57,63,35,55.56,211,1,37.6
2025-06-04T00:00:00Z,facebook,social,(not set),Organic Social,34,36,37,19,51.35,113,1,43.53
2025-06-04T00:00:00Z,partner-blog.com,referral,(not set),Referral,23,26,36,18,50.0,160,1,35.03
2025-06-04T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,12,16,7,43.75,58,0,0.0
2025-06-05T00:00:00Z,google,organic,(not set),Organic Search,169,171,217,134,61.75,822,4,155.98
2025-06-05T00:00:00Z,(direct),(none),(not set),Direct,106,131,145,71,48.97,674,3,166.05
2025-06-05T00:00:00Z,google,cpc,brand_awareness,Paid Search,67,82,92,49,53.26,330,3,97.5
2025-06-05T00:00:00Z,facebook,social,(not set),Organic Social,34,41,55,27,49.09,239,1,57.35
2025-06-05T00:00:00Z,partner-blog.com,referral,(not set),Referral,33,38,56,33,58.93,252,2,73.77
2025-06-05T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,12,17,10,58.82,71,0,0.0
2025-06-06T00:00:00Z,google,organic,(not set),Organic Search,145,170,183,97,53.01,684,6,301.19
2025-06-06T00:00:00Z,(direct),(none),(not set),Direct,73,75,84,38,45.24,412,4,154.81
2025-06-06T00:00:00Z,google,cpc,brand_awareness,Paid Search,51,61,91,46,50.55,453,3,156.99
2025-06-06T00:00:00Z,facebook,social,(not set),Organic Social,29,33,48,29,60.42,198,1,48.93
2025-06-06T00:00:00Z,partner-blog.com,referral,(not set),Referral,22,25,26,13,50.0,98,0,0.0
2025-06-06T00:00:00Z,mailchimp,email,weekly_newsletter,Email,12,12,13,7,53.85,39,0,0.0
2025-06-07T00:00:00Z,google,organic,(not set),Organic Search,107,115,141,88,62.41,608,6,235.75
2025-06-07T00:00:00Z,(direct),(none),(not set),Direct,61,78,95,53,55.79,442,3,102.19
2025-06-07T00:00:00Z,google,cpc,brand_awareness,Paid Search,46,58,66,32,48.48,299,2,119.61
2025-06-07T00:00:00Z,facebook,social,(not set),Organic Social,24,26,38,22,57.89,132,1,57.59
2025-06-07T00:00:00Z,partner-blog.com,referral,(not set),Referral,18,21,24,13,54.17,106,0,0.0
2025-06-07T00:00:00Z,mailchimp,email,weekly_newsletter,Email,9,10,12,6,50.0,48,0,0.0
2025-06-08T00:00:00Z,google,organic,(not set),Organic Search,135,171,201,110,54.73,831,7,287.88
2025-06-08T00:00:00Z,(direct),(none),(not set),Direct,77,97,112,64,57.14,490,3,140.68
2025-06-08T00:00:00Z,google,cpc,brand_awareness,Paid Search,51,57,65,33,50.77,310,2,113.85
2025-06-08T00:00:00Z,facebook,social,(not set),Organic Social,33,39,57,33,57.89,185,2,113.81
2025-06-08T00:00:00Z,partner-blog.com,referral,(not set),Referral,19,24,35,22,62.86,159,1,45.02
2025-06-08T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,10,13,6,46.15,40,0,0.0
2025-06-09T00:00:00Z,google,organic,(not set),Organic Search,120,125,178,80,44.94,586,7,308.23
2025-06-09T00:00:00Z,(direct),(none),(not set),Direct,81,97,107,64,59.81,356,4,198.82
2025-06-09T00:00:00Z,google,cpc,brand_awareness,Paid Search,54,65,91,44,48.35,405,2,90.3
2025-06-09T00:00:00Z,facebook,social,(not set),Organic Social,33,35,52,27,51.92,196,2,94.82
2025-06-09T00:00:00Z,partner-blog.com,referral,(not set),Referral,21,21,26,13,50.0,115,1,52.43
2025-06-09T00:00:00Z,mailchimp,email,weekly_newsletter,Email,9,11,11,5,45.45,53,0,0.0
2025-06-10T00:00:00Z,google,organic,(not set),Organic Search,159,206,255,157,61.57,1234,9,493.9
2025-06-10T00:00:00Z,(direct),(none),(not set),Direct,117,149,222,118,53.15,786,7,245.33
2025-06-10T00:00:00Z,google,cpc,brand_awareness,Paid Search,52,59,83,48,57.83,395,3,121.56
2025-06-10T00:00:00Z,facebook,social,(not set),Organic Social,38,47,53,27,50.94,206,2,83.1
2025-06-10T00:00:00Z,partner-blog.com,referral,(not set),Referral,25,29,32,17,53.12,101,0,0.0
2025-06-10T00:00:00Z,mailchimp,email,weekly_newsletter,Email,13,14,17,8,47.06,61,0,0.0
2025-06-11T00:00:00Z,google,organic,(not set),Organic Search,143,162,211,110,52.13,782,4,234.22
2025-06-11T00:00:00Z,(direct),(none),(not set),Direct,79,95,121,55,45.45,532,5,252.84
2025-06-11T00:00:00Z,google,cpc,brand_awareness,Paid Search,57,72,93,56,60.22,391,3,112.26
2025-06-11T00:00:00Z,facebook,social,(not set),Organic Social,37,42,46,28,60.87,164,1,45.57
2025-06-11T00:00:00Z,partner-blog.com,referral,(not set),Referral,26,28,32,16,50.0,141,1,38.88
2025-06-11T00:00:00Z,mailchimp,email,weekly_newsletter,Email,12,13,13,7,53.85,53,0,0.0
