date,transaction_id,item_name,item_brand,item_category,ecommerce_purchases,item_purchase_quantity,item_revenue,purchase_revenue,total_purchasers,add_to_carts,checkouts
2025-05-01T00:00:00Z,txn_6deac5b785604f17b9c95bab,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-01T00:00:00Z,txn_872160639be9465d9a127827,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-02T00:00:00Z,txn_3763fbade71c4a25b445eba0,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-02T00:00:00Z,txn_dc13166165784e60aeb043e0,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-02T00:00:00Z,txn_ec63a15bcdae4afea145f16b,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-02T00:00:00Z,txn_22731d06a2dc40e2828c221c,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-02T00:00:00Z,txn_e3001ad312504fc9b24d31e3,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-02T00:00:00Z,txn_c0ea53415f374c9eafc20b8e,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-02T00:00:00Z,txn_2433580cabf446b5b6f05c3d,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-02T00:00:00Z,txn_7ef589b85fa94fbda2e2e0d1,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-02T00:00:00Z,txn_bd2231d6653542c79e8ec46e,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-03T00:00:00Z,txn_89785f7db9794446bb2f7345,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-03T00:00:00Z,txn_cb93b21c5ef6445dbc892213,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-03T00:00:00Z,txn_310fa7307ffd4b69ad180ebf,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-03T00:00:00Z,txn_cf72dc5039c94510934954eb,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-03T00:00:00Z,txn_5cf36693de554b968894f268,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-04T00:00:00Z,txn_7841bb0eadf44224a43d32ac,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-04T00:00:00Z,txn_302ce23e761c46f694175a4a,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-04T00:00:00Z,txn_2e4acfc5f5c943448df18237,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-04T00:00:00Z,txn_c808da62ca3f4baeaaa1759c,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-04T00:00:00Z,txn_fd74c1ae3e854cf1bf54fe06,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-04T00:00:00Z,txn_f3850955b4cf49e2987ab01a,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-04T00:00:00Z,txn_ce00eab6179245a9ab498310,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-05T00:00:00Z,txn_32815cb207f84a708a8e7b9f,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-05T00:00:00Z,txn_96852469c5b94815be8297a2,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-05T00:00:00Z,txn_a306e4c61a894675b8d6bdea,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-05T00:00:00Z,txn_ced2c14c68ec49f190597a60,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-05T00:00:00Z,txn_9c5c6f4270c2457e80554ece,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-05T00:00:00Z,txn_8ff18120fa454795963b89cf,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-05T00:00:00Z,txn_bb1617a7f5b242008fe5d05a,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-05T00:00:00Z,txn_d36ae7f5a2bf445e972bdbd6,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-05T00:00:00Z,txn_a171456a630246419df403d4,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-06T00:00:00Z,txn_ebb8ccceb87342a59f424905,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-06T00:00:00Z,txn_9639d72842194fe791ee540e,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-06T00:00:00Z,txn_47a06441f8bf4f629566b539,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-06T00:00:00Z,txn_55cb6751b9f047b3b41605bb,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-06T00:00:00Z,txn_9bff23c20126485e83a6cc89,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-06T00:00:00Z,txn_003bee77067f4bdba6920239,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-06T00:00:00Z,txn_8c6f2dd58ea843ada4a809a9,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-06T00:00:00Z,txn_ad97e9cc18f84f268e82a2e9,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-07T00:00:00Z,txn_6390031b587f4ba4b0dc8d32,Enterprise Plan,Quantifiction,SaaS Subscription,1,1,149.0,149.0,1,1,1
2025-05-07T00:00:00Z,txn_8ba8ef617e3f447ba5ed9046,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-07T00:00:00Z,txn_944ab59314fa47cbbf0fe73a,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-07T00:00:00Z,txn_6aee76804319451d844df590,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-07T00:00:00Z,txn_9541b4d121f44270bb755a00,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-07T00:00:00Z,txn_a5956cebcc7b4df08a84fab7,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-07T00:00:00Z,txn_b8358a1073564d23912e263d,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-07T00:00:00Z,txn_f1158488ee7748869bf457b3,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-07T00:00:00Z,txn_509e65cea46b4919b62f7e1f,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-07T00:00:00Z,txn_e41da25fde8040b283ea7163,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-08T00:00:00Z,txn_c523087cb3f04341817bd2b5,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-08T00:00:00Z,txn_658eff35750040e48806ab52,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-08T00:00:00Z,txn_93790769715a44e6a6d89c5a,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-08T00:00:00Z,txn_0a160be317c84c16b698958c,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-08T00:00:00Z,txn_3d2082d7776c4126a7b652eb,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-08T00:00:00Z,txn_1be2e0ddc0834eab879069c5,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-08T00:00:00Z,txn_f83ddda18fe04c2ca343e0ed,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-08T00:00:00Z,txn_d0bee68dcb804b0d968a0c0b,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-09T00:00:00Z,txn_79cf691e7fcc4953911c1717,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-09T00:00:00Z,txn_7de0627a6a644c639e0f750d,Enterprise Plan,Quantifiction,SaaS Subscription,1,1,149.0,149.0,1,1,1
2025-05-09T00:00:00Z,txn_ebd74e1d3dfc4f5a99de29f9,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-09T00:00:00Z,txn_9bc7b67702934302a668be3d,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-09T00:00:00Z,txn_a2b0b045c003414bbbad2a05,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-09T00:00:00Z,txn_f7fd6a56ac444e73b6a1e213,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-09T00:00:00Z,txn_e87ee572c3e644cc8938e65b,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-09T00:00:00Z,txn_cbb9097fb99346319558745b,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-09T00:00:00Z,txn_95f97f1a5b8a418cac02f53f,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-09T00:00:00Z,txn_6b13cb6361534c72b85b75ef,Enterprise Plan,Quantifiction,SaaS Subscription,1,1,149.0,149.0,1,1,1
2025-05-10T00:00:00Z,txn_f34af9cc5c234a1e8824d713,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-10T00:00:00Z,txn_09ae73942ccf47dcaadbb073,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-10T00:00:00Z,txn_8298742c1b9e45df97a8ab54,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-10T00:00:00Z,txn_590dc96fb02d438b8650fe42,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-10T00:00:00Z,txn_95fa6b96df45420a8dec0913,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-10T00:00:00Z,txn_a5ee0098711d4b12b82592be,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-11T00:00:00Z,txn_cfac7cb8b9514e2ca133ac23,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-11T00:00:00Z,txn_13d968ecec0c4c8388928a3e,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-11T00:00:00Z,txn_01d937601f174537a1a85f21,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-11T00:00:00Z,txn_f709e68218ec4c898114fc34,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-11T00:00:00Z,txn_8353269e82624685aad0a4fc,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-11T00:00:00Z,txn_85865524ce0d462688bab2db,Enterprise Plan,Quantifiction,SaaS Subscription,1,1,149.0,149.0,1,1,1
2025-05-12T00:00:00Z,txn_40590267760545d6b9cc0824,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-12T00:00:00Z,txn_e54bf3dc55164f2b8705dbe8,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-12T00:00:00Z,txn_1c12509ed9ea401095fb2dd0,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-12T00:00:00Z,txn_58b01787dbab4ef7b01b62eb,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-12T00:00:00Z,txn_905dc74448834c2aae66336e,Enterprise Plan,Quantifiction,SaaS Subscription,1,1,149.0,149.0,1,1,1
2025-05-12T00:00:00Z,txn_d019c28c2346489991f3e0b7,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-12T00:00:00Z,txn_f78f14bb5cce430c90f472ac,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-12T00:00:00Z,txn_b3af4675fc744097a0fede8c,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-13T00:00:00Z,txn_ce7aeaf56c94419faaff2260,Enterprise Plan,Quantifiction,SaaS Subscription,1,1,149.0,149.0,1,1,1
2025-05-13T00:00:00Z,txn_7f617d63ecfc4f278e141d0a,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-13T00:00:00Z,txn_38d88c083684410ba994d6cf,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-13T00:00:00Z,txn_3aad7042752345a6b1de6325,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-13T00:00:00Z,txn_43ea7f4107c54843b8e17e7f,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-13T00:00:00Z,txn_d0c9b9670ba243ae84b6b121,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-13T00:00:00Z,txn_951382cae0964625818b9b4b,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-13T00:00:00Z,txn_bc22469e3c1a4bf199223335,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-13T00:00:00Z,txn_bbfab9b52c6c4afb8bf9af22,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-14T00:00:00Z,txn_45cb8f831b8d48c5a9d65a51,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-14T00:00:00Z,txn_eafa8d090a8742018afc493d,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-14T00:00:00Z,txn_99f00079be1541c7b4df64da,Enterprise Plan,Quantifiction,SaaS Subscription,1,1,149.0,149.0,1,1,1
2025-05-14T00:00:00Z,txn_651a805b53204474893b821e,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-14T00:00:00Z,txn_abe9c1df3a2b436e988a4a08,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-14T00:00:00Z,txn_e4f6a905ce564f6e8cfb9520,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-14T00:00:00Z,txn_267e31caeb014bd8b6609ded,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-15T00:00:00Z,txn_e2d3f5f6d66e4cef875f91af,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-15T00:00:00Z,txn_d248fd1bf92b4b448c4c949d,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-15T00:00:00Z,txn_8c609ca4735f47c6a1f3616b,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-15T00:00:00Z,txn_5e68474ade58495a858ff4c5,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-15T00:00:00Z,txn_103001ca41104a20987826cc,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-15T00:00:00Z,txn_20e4c9f86fb948b8b36696ce,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-15T00:00:00Z,txn_440532df10d046c7bc639f07,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-15T00:00:00Z,txn_70c19a053bb547e3ba350cc5,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-16T00:00:00Z,txn_c45de4acef10443e956e383e,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-16T00:00:00Z,txn_9495f70d1a3f471d9f840c3b,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-16T00:00:00Z,txn_5405f46741144783b004477f,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-16T00:00:00Z,txn_065b402b122646d9bb74da26,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-16T00:00:00Z,txn_996052f2c8584785942005b3,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-16T00:00:00Z,txn_399aec2a228b43aeb47107b4,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-16T00:00:00Z,txn_0909707a8d4941adb8c47c2c,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-16T00:00:00Z,txn_c6ff557eaf394288b2988c8d,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-16T00:00:00Z,txn_e43195add3624510ab28f87c,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-16T00:00:00Z,txn_bc664714bbb04b0382d8fd8f,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-17T00:00:00Z,txn_46f66e0e2b7a49388540ed65,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-17T00:00:00Z,txn_71159411cb974da181a0ad5d,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-17T00:00:00Z,txn_d756064e8d4a44cea1d5e92f,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-17T00:00:00Z,txn_e1388bc51cef4a43a318ab9d,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-17T00:00:00Z,txn_1a67d1d1a8374e918908d9d3,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-17T00:00:00Z,txn_19057816cb4e49808913a11b,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-18T00:00:00Z,txn_9ed41bdcc381406f9a5ef6b5,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-18T00:00:00Z,txn_24ca9c709e304fcb8439d248,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-18T00:00:00Z,txn_66657ba15423403fa7611f6f,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-18T00:00:00Z,txn_24c72e7f56374393834764ca,Enterprise Plan,Quantifiction,SaaS Subscription,1,1,149.0,149.0,1,1,1
2025-05-18T00:00:00Z,txn_228bcc9ea91d48358bfd1c5a,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-18T00:00:00Z,txn_6c1b69b8a5194b03bad4453d,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-18T00:00:00Z,txn_953525d66b50470dbbff50ba,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-19T00:00:00Z,txn_4522010020964bf591b8af31,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-19T00:00:00Z,txn_2cec73933aad463c8793ca0d,Enterprise Plan,Quantifiction,SaaS Subscription,1,1,149.0,149.0,1,1,1
2025-05-19T00:00:00Z,txn_4c543446c8e542759f97f857,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-19T00:00:00Z,txn_f2f0ca435bcc48b2b6f2bab8,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-19T00:00:00Z,txn_f5f40d2b1bda4165bf5dd5ad,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-19T00:00:00Z,txn_422486ad54d34e23abd961d8,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-19T00:00:00Z,txn_00cb2e3e40df498e80745c4e,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-19T00:00:00Z,txn_bbdfea918eee4557926baf0c,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-19T00:00:00Z,txn_4e47bb78575d49ee9aef4f6e,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-19T00:00:00Z,txn_2a1debd1ab194b1a8badbdb3,Enterprise Plan,Quantifiction,SaaS Subscription,1,1,149.0,149.0,1,1,1
2025-05-20T00:00:00Z,txn_2e535df99ac448af92fbc765,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-20T00:00:00Z,txn_2dd5dcfcb20147c1a134d031,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-20T00:00:00Z,txn_d0276d81217f45fbb59a2063,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
2025-05-20T00:00:00Z,txn_abdbac9eba474dedb85e43c4,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-20T00:00:00Z,txn_5426b5b6341745e59d28d4f6,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-20T00:00:00Z,txn_b9ef74ee74ea499ebdc5bfb7,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-20T00:00:00Z,txn_8eb0820cac74407b82e0396e,Starter Plan,Quantifiction,SaaS Subscription,1,1,29.0,29.0,1,1,1
2025-05-20T00:00:00Z,txn_9404383d3d834c0791ad6660,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-21T00:00:00Z,txn_d5df23c97d9d484994b753bb,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-21T00:00:00Z,txn_bd0a1242ee184425abe69362,Team Plan,Quantifiction,SaaS Subscription,1,1,79.0,79.0,1,1,1
2025-05-21T00:00:00Z,txn_e15272cc727f41bd8864c38a,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-21T00:00:00Z,txn_c5b59708887c4b2bb061a068,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-21T00:00:00Z,txn_f6ae83017f974fc1811da44d,Pro Plan,Quantifiction,SaaS Subscription,1,1,49.0,49.0,1,1,1
2025-05-21T00:00:00Z,txn_81f307b4cd5e432e96d39e86,Growth Plan,Quantifiction,SaaS Subscription,1,1,39.0,39.0,1,1,1
