date,session_source,session_medium,session_campaign,session_channel_group,sessions,total_users,new_users,page_views,bounce_rate,engagement_rate,engaged_sessions,avg_session_duration,event_count,conversions,total_revenue
2025-05-06T00:00:00Z,google,cpc,brand_awareness,Paid Search,150,115,38,582,43.68,58.2,86,160.1,845,5,273.2
2025-05-06T00:00:00Z,facebook,social,(not set),Organic Social,118,105,36,402,44.74,54.13,67,135.2,404,4,212.1
2025-05-06T00:00:00Z,partner-blog.com,referral,(not set),Referral,78,60,26,302,38.96,60.55,45,104.5,237,2,114.56
2025-05-06T00:00:00Z,mailchimp,email,weekly_newsletter,Email,33,28,13,112,50.62,49.78,17,186.6,151,1,32.8
2025-05-07T00:00:00Z,google,organic,(not set),Organic Search,475,382,160,1237,40.92,59.04,303,187.9,1538,18,572.78
2025-05-07T00:00:00Z,(direct),(none),(not set),Direct,284,236,115,887,47.92,53.38,157,119.2,886,8,312.94
2025-05-07T00:00:00Z,google,cpc,brand_awareness,Paid Search,215,164,72,708,45.37,53.63,113,158.8,760,8,339.64
2025-05-07T00:00:00Z,facebook,social,(not set),Organic Social,112,85,36,340,47.31,54.22,63,108.3,396,3,120.38
2025-05-07T00:00:00Z,partner-blog.com,referral,(not set),Referral,97,79,29,288,42.55,56.94,62,174.1,416,3,144.76
2025-05-07T00:00:00Z,mailchimp,email,weekly_newsletter,Email,44,36,12,160,41.56,60.29,28,139.2,184,1,59.49
2025-05-08T00:00:00Z,google,organic,(not set),Organic Search,504,439,138,1957,45.95,52.42,309,178.3,2568,14,550.36
2025-05-08T00:00:00Z,(direct),(none),(not set),Direct,340,287,130,1089,40.01,61.57,218,118.4,1390,10,575.18
2025-05-08T00:00:00Z,google,cpc,brand_awareness,Paid Search,167,133,52,433,44.7,56.68,86,121.0,675,6,271.43
2025-05-08T00:00:00Z,facebook,social,(not set),Organic Social,137,111,49,364,38.99,60.22,79,140.7,653,4,149.24
2025-05-08T00:00:00Z,partner-blog.com,referral,(not set),Referral,88,66,22,311,51.72,48.55,49,127.6,447,2,100.18
2025-05-08T00:00:00Z,mailchimp,email,weekly_newsletter,Email,38,32,14,142,46.35,52.96,19,100.7,164,1,42.17
2025-05-09T00:00:00Z,google,organic,(not set),Organic Search,531,402,196,1864,39.55,59.91,336,158.1,2175,16,748.22
2025-05-09T00:00:00Z,(direct),(none),(not set),Direct,276,209,92,774,41.34,57.11,178,142.6,1605,9,528.96
2025-05-09T00:00:00Z,google,cpc,brand_awareness,Paid Search,186,145,53,539,41.88,56.37,111,128.0,829,6,202.09
2025-05-09T00:00:00Z,facebook,social,(not set),Organic Social,136,116,50,448,46.69,54.51,73,194.0,737,5,159.84
2025-05-09T00:00:00Z,partner-blog.com,referral,(not set),Referral,89,67,32,260,39.53,59.57,57,166.7,399,3,136.86
2025-05-09T00:00:00Z,mailchimp,email,weekly_newsletter,Email,33,27,9,130,39.85,59.54,19,138.8,162,1,31.89
2025-05-10T00:00:00Z,google,organic,(not set),Organic Search,375,307,107,1093,40.03,59.87,231,130.5,1471,13,743.04
2025-05-10T00:00:00Z,(direct),(none),(not set),Direct,232,175,78,858,50.84,49.84,117,117.8,963,8,408.15
2025-05-10T00:00:00Z,google,cpc,brand_awareness,Paid Search,144,119,41,455,51.45,50.26,72,191.0,561,5,263.5
2025-05-10T00:00:00Z,facebook,social,(not set),Organic Social,80,63,29,219,42.44,58.81,45,160.9,429,2,64.81
2025-05-10T00:00:00Z,partner-blog.com,referral,(not set),Referral,62,53,25,185,50.86,47.54,34,107.6,234,1,42.63
2025-05-10T00:00:00Z,mailchimp,email,weekly_newsletter,Email,23,19,7,68,48.67,51.9,13,110.2,99,0,0.0
2025-05-11T00:00:00Z,google,organic,(not set),Organic Search,324,247,95,873,39.09,61.61,172,134.3,1515,12,673.93
2025-05-11T00:00:00Z,(direct),(none),(not set),Direct,226,189,80,902,51.27,49.66,136,135.9,788,7,311.8
2025-05-11T00:00:00Z,google,cpc,brand_awareness,Paid Search,104,86,34,368,38.46,60.17,59,151.5,599,3,166.71
2025-05-11T00:00:00Z,facebook,social,(not set),Organic Social,91,69,25,267,39.65,59.57,52,131.2,353,2,68.57
2025-05-11T00:00:00Z,partner-blog.com,referral,(not set),Referral,62,55,19,181,48.36,49.65,32,150.2,198,1,44.44
2025-05-11T00:00:00Z,mailchimp,email,weekly_newsletter,Email,23,18,7,69,49.68,51.65,12,104.6,78,0,0.0
2025-05-12T00:00:00Z,google,organic,(not set),Organic Search,513,398,185,1746,40.79,60.86,258,132.4,1855,16,731.71
2025-05-12T00:00:00Z,(direct),(none),(not set),Direct,336,274,102,845,50.74,48.83,184,198.9,1138,11,575.24
2025-05-12T00:00:00Z,google,cpc,brand_awareness,Paid Search,157,122,57,465,47.31,51.33,97,153.3,617,4,206.01
2025-05-12T00:00:00Z,facebook,social,(not set),Organic Social,134,109,37,534,49.54,50.88,75,117.2,534,4,178.92
2025-05-12T00:00:00Z,partner-blog.com,referral,(not set),Referral,83,63,27,321,49.8,51.37,45,133.0,454,3,127.35
2025-05-12T00:00:00Z,mailchimp,email,weekly_newsletter,Email,36,27,11,113,47.23,53.57,20,100.5,183,1,56.57
2025-05-13T00:00:00Z,google,organic,(not set),Organic Search,459,395,181,1272,47.02,52.71,262,152.9,1513,13,744.46
2025-05-13T00:00:00Z,(direct),(none),(not set),Direct,295,256,86,1097,45.78,54.36,148,179.3,1317,10,475.42
2025-05-13T00:00:00Z,google,cpc,brand_awareness,Paid Search,176,135,60,694,40.53,59.87,111,109.8,820,6,202.15
2025-05-13T00:00:00Z,facebook,social,(not set),Organic Social,104,80,27,285,49.92,48.22,60,197.8,469,3,139.0
2025-05-13T00:00:00Z,partner-blog.com,referral,(not set),Referral,70,52,18,274,48.96,51.68,40,138.9,331,2,91.36
2025-05-13T00:00:00Z,mailchimp,email,weekly_newsletter,Email,39,35,12,128,39.39,61.89,20,116.1,139,1,54.98
2025-05-14T00:00:00Z,google,organic,(not set),Organic Search,393,322,143,1244,38.18,60.26,234,96.6,1936,14,492.9
2025-05-14T00:00:00Z,(direct),(none),(not set),Direct,293,226,85,918,44.36,56.49,188,118.4,1381,9,331.38
2025-05-14T00:00:00Z,google,cpc,brand_awareness,Paid Search,192,146,54,753,43.61,54.62,117,133.2,1049,7,337.07
2025-05-14T00:00:00Z,facebook,social,(not set),Organic Social,117,89,39,376,43.67,55.85,69,96.0,481,3,114.29
2025-05-14T00:00:00Z,partner-blog.com,referral,(not set),Referral,90,78,28,257,39.49,59.36,47,91.2,515,2,72.1
2025-05-14T00:00:00Z,mailchimp,email,weekly_newsletter,Email,37,32,11,97,38.63,63.32,21,143.2,116,1,39.26
2025-05-15T00:00:00Z,google,organic,(not set),Organic Search,441,334,118,1167,48.25,51.44,263,122.3,1855,16,734.19
2025-05-15T00:00:00Z,(direct),(none),(not set),Direct,304,250,96,1070,51.43,47.45,181,95.8,944,9,287.78
2025-05-15T00:00:00Z,google,cpc,brand_awareness,Paid Search,191,161,71,589,48.27,53.24,98,119.5,690,7,283.0
2025-05-15T00:00:00Z,facebook,social,(not set),Organic Social,126,99,41,453,45.05,55.76,64,142.4,493,5,185.79
2025-05-15T00:00:00Z,partner-blog.com,referral,(not set),Referral,83,64,30,225,44.64,54.69,41,109.5,314,2,100.75
2025-05-15T00:00:00Z,mailchimp,email,weekly_newsletter,Email,37,32,13,146,44.84,54.15,21,102.0,201,1,59.71
2025-05-16T00:00:00Z,google,organic,(not set),Organic Search,384,323,107,985,50.77,47.34,245,157.0,2082,13,694.54
2025-05-16T00:00:00Z,(direct),(none),(not set),Direct,317,261,108,956,49.63,48.5,168,169.9,1313,13,420.59
2025-05-16T00:00:00Z,google,cpc,brand_awareness,Paid Search,213,166,66,716,43.85,57.08,124,183.2,976,6,265.02
2025-05-16T00:00:00Z,facebook,social,(not set),Organic Social,132,109,42,383,42.1,56.87,82,116.7,699,4,174.7
2025-05-16T00:00:00Z,partner-blog.com,referral,(not set),Referral,84,66,29,320,42.93,57.09,46,190.6,416,3,130.41
2025-05-16T00:00:00Z,mailchimp,email,weekly_newsletter,Email,34,27,11,127,45.53,55.58,17,134.8,161,1,37.81
2025-05-17T00:00:00Z,google,organic,(not set),Organic Search,320,248,92,878,48.53,51.23,186,157.8,1529,12,623.14
2025-05-17T00:00:00Z,(direct),(none),(not set),Direct,252,206,71,903,44.76,54.85,148,94.4,1458,7,406.3
2025-05-17T00:00:00Z,google,cpc,brand_awareness,Paid Search,136,110,38,457,40.3,58.37,80,123.1,651,5,228.61
2025-05-17T00:00:00Z,facebook,social,(not set),Organic Social,86,76,31,233,49.04,49.18,51,99.9,462,2,80.77
2025-05-17T00:00:00Z,partner-blog.com,referral,(not set),Referral,56,47,15,154,40.58,60.85,30,138.0,289,1,46.66
2025-05-17T00:00:00Z,mailchimp,email,weekly_newsletter,Email,27,23,6,73,45.7,53.88,13,113.4,119,0,0.0
2025-05-18T00:00:00Z,google,organic,(not set),Organic Search,339,303,106,1154,39.96,60.61,216,137.0,1836,13,714.35
2025-05-18T00:00:00Z,(direct),(none),(not set),Direct,228,173,86,697,51.94,49.9,133,186.0,907,8,307.84
2025-05-18T00:00:00Z,google,cpc,brand_awareness,Paid Search,130,98,31,433,40.22,59.84,67,183.7,613,4,198.02
2025-05-18T00:00:00Z,facebook,social,(not set),Organic Social,90,70,22,317,44.52,57.04,56,199.4,311,2,70.9
2025-05-18T00:00:00Z,partner-blog.com,referral,(not set),Referral,56,48,21,219,43.62,55.55,35,158.6,233,1,39.67
2025-05-18T00:00:00Z,mailchimp,email,weekly_newsletter,Email,24,18,8,81,45.45,55.16,14,112.0,131,0,0.0
2025-05-19T00:00:00Z,google,organic,(not set),Organic Search,438,389,185,1616,51.08,50.66,226,101.9,2211,15,525.32
2025-05-19T00:00:00Z,(direct),(none),(not set),Direct,317,242,81,866,42.72,57.1,187,162.4,1742,12,699.84
2025-05-19T00:00:00Z,google,cpc,brand_awareness,Paid Search,180,141,46,709,49.12,49.05,103,96.4,1070,6,331.85
2025-05-19T00:00:00Z,facebook,social,(not set),Organic Social,118,100,45,399,39.27,61.35,74,190.3,553,4,182.6
2025-05-19T00:00:00Z,partner-blog.com,referral,(not set),Referral,85,67,21,309,46.77,52.85,46,131.5,380,2,79.29
2025-05-19T00:00:00Z,mailchimp,email,weekly_newsletter,Email,31,25,9,100,42.02,58.72,19,96.1,170,0,0.0
2025-05-20T00:00:00Z,google,organic,(not set),Organic Search,441,365,156,1364,49.52,51.74,230,139.3,1475,17,642.98
2025-05-20T00:00:00Z,(direct),(none),(not set),Direct,307,241,103,1024,49.8,49.1,155,94.7,1122,9,311.21
2025-05-20T00:00:00Z,google,cpc,brand_awareness,Paid Search,195,155,69,683,48.72,51.25,98,163.7,992,6,187.22
2025-05-20T00:00:00Z,facebook,social,(not set),Organic Social,113,94,32,381,47.83,52.5,56,130.5,643,3,109.15
2025-05-20T00:00:00Z,partner-blog.com,referral,(not set),Referral,70,60,21,233,40.24,58.57,40,156.8,280,2,75.62
2025-05-20T00:00:00Z,mailchimp,email,weekly_newsletter,Email,34,26,9,86,47.12,52.93,20,134.6,120,0,0.0
2025-05-21T00:00:00Z,google,organic,(not set),Organic Search,407,329,109,1303,41.39,59.05,255,130.4,2177,14,611.08
2025-05-21T00:00:00Z,(direct),(none),(not set),Direct,306,262,115,839,38.59,63.34,180,104.9,1181,10,446.99
2025-05-21T00:00:00Z,google,cpc,brand_awareness,Paid Search,184,158,75,588,45.28,55.87,109,153.5,1014,6,225.26
2025-05-21T00:00:00Z,facebook,social,(not set),Organic Social,109,97,32,412,38.51,59.78,56,199.4,602,3,171.37
2025-05-21T00:00:00Z,partner-blog.com,referral,(not set),Referral,81,61,24,293,48.85,52.15,43,139.5,386,3,102.59
2025-05-21T00:00:00Z,mailchimp,email,weekly_newsletter,Email,37,32,12,100,50.65,48.36,23,133.9,190,1,36.14
2025-05-22T00:00:00Z,google,organic,(not set),Organic Search,516,442,170,1828,40.79,58.82,279,182.6,2479,18,591.89
2025-05-22T00:00:00Z,(direct),(none),(not set),Direct,343,281,95,983,42.71,57.18,173,116.5,1372,10,587.25
2025-05-22T00:00:00Z,google,cpc,brand_awareness,Paid Search,189,157,51,588,44.54,55.6,95,171.2,625,7,325.2
2025-05-22T00:00:00Z,facebook,social,(not set),Organic Social,123,105,36,347,38.51,59.53,68,154.6,413,3,142.98
2025-05-22T00:00:00Z,partner-blog.com,referral,(not set),Referral,81,64,22,216,49.08,51.07,50,159.2,427,2,101.34
2025-05-22T00:00:00Z,mailchimp,email,weekly_newsletter,Email,36,29,12,127,49.79,51.48,18,113.8,152,1,32.66
2025-05-23T00:00:00Z,google,organic,(not set),Organic Search,529,411,160,2029,42.3,58.07,307,169.9,1854,19,597.24
2025-05-23T00:00:00Z,(direct),(none),(not set),Direct,303,266,95,777,44.04,55.1,188,95.8,1319,11,604.56
2025-05-23T00:00:00Z,google,cpc,brand_awareness,Paid Search,169,150,72,610,45.19,56.47,97,98.3,929,6,338.07
2025-05-23T00:00:00Z,facebook,social,(not set),Organic Social,130,114,47,486,40.71,59.37,66,197.1,456,4,208.15
2025-05-23T00:00:00Z,partner-blog.com,referral,(not set),Referral,74,62,21,232,50.25,49.91,46,186.4,410,2,100.89
2025-05-23T00:00:00Z,mailchimp,email,weekly_newsletter,Email,36,28,8,102,51.44,46.65,22,176.4,171,1,42.86
2025-05-24T00:00:00Z,google,organic,(not set),Organic Search,361,320,146,1202,43.58,57.47,185,99.9,1258,12,555.97
2025-05-24T00:00:00Z,(direct),(none),(not set),Direct,221,182,84,774,40.07,58.05,125,169.2,1308,8,351.23
2025-05-24T00:00:00Z,google,cpc,brand_awareness,Paid Search,134,109,38,427,39.12,59.08,71,185.7,547,4,153.07
2025-05-24T00:00:00Z,facebook,social,(not set),Organic Social,89,70,32,245,38.35,61.91,53,110.0,408,3,121.98
2025-05-24T00:00:00Z,partner-blog.com,referral,(not set),Referral,57,44,13,152,40.79,59.9,28,185.9,205,1,54.68
2025-05-24T00:00:00Z,mailchimp,email,weekly_newsletter,Email,26,23,8,74,43.51,57.78,14,98.7,123,0,0.0
2025-05-25T00:00:00Z,google,organic,(not set),Organic Search,356,281,128,1299,39.94,59.32,207,135.0,2117,11,553.17
2025-05-25T00:00:00Z,(direct),(none),(not set),Direct,190,145,43,684,44.4,56.61,123,190.8,571,7,268.58
2025-05-25T00:00:00Z,google,cpc,brand_awareness,Paid Search,124,100,46,371,38.65,61.09,78,188.7,517,3,96.64
2025-05-25T00:00:00Z,facebook,social,(not set),Organic Social,98,86,32,299,47.93,52.89,61,188.1,571,4,120.19
2025-05-25T00:00:00Z,partner-blog.com,referral,(not set),Referral,57,46,21,220,46.66,51.51,30,157.7,233,2,71.68
2025-05-25T00:00:00Z,mailchimp,email,weekly_newsletter,Email,26,21,7,86,48.16,52.1,14,134.6,108,0,0.0
2025-05-26T00:00:00Z,google,organic,(not set),Organic Search,483,373,162,1823,51.37,48.77,287,144.2,2878,19,922.09
2025-05-26T00:00:00Z,(direct),(none),(not set),Direct,289,248,120,786,42.36,58.93,154,99.3,1387,10,379.1
2025-05-26T00:00:00Z,google,cpc,brand_awareness,Paid Search,189,148,48,746,51.26,50.64,122,110.5,774,5,229.74
2025-05-26T00:00:00Z,facebook,social,(not set),Organic Social,131,102,35,367,49.32,49.64,81,98.7,720,5,229.35
2025-05-26T00:00:00Z,partner-blog.com,referral,(not set),Referral,80,68,25,256,50.83,49.43,48,119.5,319,2,95.21
2025-05-26T00:00:00Z,mailchimp,email,weekly_newsletter,Email,38,33,15,110,50.62,49.92,23,194.2,155,1,41.12
2025-05-27T00:00:00Z,google,organic,(not set),Organic Search,487,400,170,1547,39.07,59.68,299,104.3,1586,13,597.06
2025-05-27T00:00:00Z,(direct),(none),(not set),Direct,249,222,68,882,45.74,55.49,161,171.7,784,10,592.8
2025-05-27T00:00:00Z,google,cpc,brand_awareness,Paid Search,211,185,73,747,51.06,49.34,130,128.8,1005,7,262.88
2025-05-27T00:00:00Z,facebook,social,(not set),Organic Social,131,105,44,471,39.53,58.88,83,109.3,748,5,262.27
2025-05-27T00:00:00Z,partner-blog.com,referral,(not set),Referral,86,66,20,325,39.58,59.12,44,164.7,434,2,112.74
2025-05-27T00:00:00Z,mailchimp,email,weekly_newsletter,Email,40,32,15,154,38.02,62.14,24,111.5,237,1,43.28
2025-05-28T00:00:00Z,google,organic,(not set),Organic Search,470,408,129,1759,45.06,55.94,257,173.0,2065,18,955.15
2025-05-28T00:00:00Z,(direct),(none),(not set),Direct,300,255,86,1053,48.42,50.07,150,116.5,1426,8,470.05
2025-05-28T00:00:00Z,google,cpc,brand_awareness,Paid Search,156,140,50,541,39.7,61.2,85,94.6,495,5,273.95
2025-05-28T00:00:00Z,facebook,social,(not set),Organic Social,119,103,48,425,42.59,58.93,60,122.9,612,3,96.27
2025-05-28T00:00:00Z,partner-blog.com,referral,(not set),Referral,80,69,27,245,50.81,47.51,44,165.9,362,2,94.1
2025-05-28T00:00:00Z,mailchimp,email,weekly_newsletter,Email,40,31,10,137,46.77,53.41,24,197.3,237,1,42.91
2025-05-29T00:00:00Z,google,organic,(not set),Organic Search,510,444,136,1285,51.12,50.14,277,116.5,2677,17,560.44
2025-05-29T00:00:00Z,(direct),(none),(not set),Direct,306,267,120,1019,48.49,53.05,155,173.3,1729,9,536.68
2025-05-29T00:00:00Z,google,cpc,brand_awareness,Paid Search,170,152,75,609,46.15,52.99,91,197.6,747,6,336.12
2025-05-29T00:00:00Z,facebook,social,(not set),Organic Social,135,119,50,353,42.77,56.58,86,108.2,453,4,139.98
2025-05-29T00:00:00Z,partner-blog.com,referral,(not set),Referral,72,58,26,230,46.38,51.84,44,114.9,240,2,85.61
2025-05-29T00:00:00Z,mailchimp,email,weekly_newsletter,Email,35,29,11,128,49.69,48.83,19,112.3,167,1,49.01
2025-05-30T00:00:00Z,google,organic,(not set),Organic Search,470,397,177,1381,51.39,48.7,267,120.3,2054,15,618.83
2025-05-30T00:00:00Z,(direct),(none),(not set),Direct,355,295,115,1234,50.3,48.73,223,135.6,1562,13,541.2
2025-05-30T00:00:00Z,google,cpc,brand_awareness,Paid Search,187,162,79,486,50.35,48.0,111,131.0,851,6,186.04
2025-05-30T00:00:00Z,facebook,social,(not set),Organic Social,136,103,40,528,49.8,48.24,71,146.9,544,5,247.47
2025-05-30T00:00:00Z,partner-blog.com,referral,(not set),Referral,89,70,24,277,38.47,63.13,56,115.1,333,2,85.49
2025-05-30T00:00:00Z,mailchimp,email,weekly_newsletter,Email,34,28,9,105,47.32,50.77,20,134.5,173,1,33.61
2025-05-31T00:00:00Z,google,organic,(not set),Organic Search,315,272,132,1088,44.09,56.89,182,123.0,1623,11,471.8
2025-05-31T00:00:00Z,(direct),(none),(not set),Direct,210,169,54,599,47.99,51.99,132,159.0,982,7,410.52
2025-05-31T00:00:00Z,google,cpc,brand_awareness,Paid Search,125,108,53,498,49.87,51.34,75,99.8,474,4,216.69
2025-05-31T00:00:00Z,facebook,social,(not set),Organic Social,94,71,23,238,44.84,54.02,52,183.5,322,3,152.87
2025-05-31T00:00:00Z,partner-blog.com,referral,(not set),Referral,63,49,24,195,40.6,59.64,33,104.7,234,1,41.84
2025-05-31T00:00:00Z,mailchimp,email,weekly_newsletter,Email,29,25,12,88,47.14,51.89,18,138.3,166,1,51.27
2025-06-01T00:00:00Z,google,organic,(not set),Organic Search,340,261,93,1164,48.88,50.53,180,140.4,1888,13,559.37
2025-06-01T00:00:00Z,(direct),(none),(not set),Direct,253,201,95,775,45.69,53.29,128,172.7,1047,7,332.76
2025-06-01T00:00:00Z,google,cpc,brand_awareness,Paid Search,134,113,54,462,48.61,51.95,74,143.5,578,5,189.41
2025-06-01T00:00:00Z,facebook,social,(not set),Organic Social,77,58,24,195,51.56,50.11,49,150.2,231,2,108.09
2025-06-01T00:00:00Z,partner-blog.com,referral,(not set),Referral,57,51,23,209,42.04,58.69,30,186.3,239,1,46.0
2025-06-01T00:00:00Z,mailchimp,email,weekly_newsletter,Email,28,23,9,82,51.39,46.87,17,191.8,107,1,50.87
2025-06-02T00:00:00Z,google,organic,(not set),Organic Search,258,199,61,850,43.02,55.72,165,95.0,847,9,298.69
2025-06-02T00:00:00Z,(direct),(none),(not set),Direct,323,253,88,988,46.46,51.88,172,96.8,1025,9,461.36
2025-06-02T00:00:00Z,google,cpc,brand_awareness,Paid Search,176,141,47,529,47.48,53.32,106,97.0,918,5,239.96
2025-06-02T00:00:00Z,facebook,social,(not set),Organic Social,115,86,33,459,40.0,58.01,71,177.3,463,4,146.06
2025-06-02T00:00:00Z,partner-blog.com,referral,(not set),Referral,86,69,29,275,48.76,50.38,53,131.5,371,2,74.7
2025-06-02T00:00:00Z,mailchimp,email,weekly_newsletter,Email,35,26,11,119,42.94,57.77,22,166.9,115,1,43.54
2025-06-03T00:00:00Z,google,organic,(not set),Organic Search,252,216,71,869,45.1,56.24,128,94.0,964,9,531.64
2025-06-03T00:00:00Z,(direct),(none),(not set),Direct,323,261,111,974,40.27,61.14,209,134.9,1173,9,421.41
2025-06-03T00:00:00Z,google,cpc,brand_awareness,Paid Search,162,121,59,560,39.91,59.14,81,109.0,673,6,205.0
2025-06-03T00:00:00Z,facebook,social,(not set),Organic Social,137,117,48,417,49.1,51.44,78,199.4,697,4,226.1
2025-06-03T00:00:00Z,partner-blog.com,referral,(not set),Referral,82,70,25,321,43.14,56.49,52,175.5,368,2,82.83
2025-06-03T00:00:00Z,mailchimp,email,weekly_newsletter,Email,32,28,12,97,51.16,47.72,17,126.3,102,1,42.87
2025-06-04T00:00:00Z,google,organic,(not set),Organic Search,287,248,75,803,46.63,52.09,160,153.6,1713,8,469.63
2025-06-04T00:00:00Z,(direct),(none),(not set),Direct,335,263,99,1029,51.11,48.58,196,109.1,1173,11,406.47
2025-06-04T00:00:00Z,google,cpc,brand_awareness,Paid Search,172,131,41,642,40.69,60.02,106,181.9,925,6,235.0
2025-06-04T00:00:00Z,facebook,social,(not set),Organic Social,132,104,44,359,43.94,54.77,66,171.9,502,4,216.71
