date,event_name,event_count,total_users,event_count_per_user,event_value,conversions,total_revenue
2025-05-13T00:00:00Z,sign_up,255,130,1.96,0.0,35,0.0
2025-05-13T00:00:00Z,purchase,142,77,1.84,276.47,22,1242.07
2025-05-13T00:00:00Z,add_to_cart,184,71,2.59,112.73,0,0.0
2025-05-13T00:00:00Z,begin_checkout,151,76,1.99,0.0,0,0.0
2025-05-13T00:00:00Z,view_item,521,244,2.14,0.0,0,0.0
2025-05-14T00:00:00Z,page_view,2486,890,2.79,0.0,0,0.0
2025-05-14T00:00:00Z,scroll,1001,527,1.9,0.0,0,0.0
2025-05-14T00:00:00Z,click,941,573,1.64,0.0,0,0.0
2025-05-14T00:00:00Z,sign_up,237,147,1.61,0.0,36,0.0
2025-05-14T00:00:00Z,purchase,178,123,1.45,145.98,19,583.08
2025-05-14T00:00:00Z,add_to_cart,236,110,2.15,207.23,0,0.0
2025-05-14T00:00:00Z,begin_checkout,148,52,2.85,0.0,0,0.0
2025-05-14T00:00:00Z,view_item,510,169,3.02,0.0,0,0.0
2025-05-15T00:00:00Z,page_view,1603,764,2.1,0.0,0,0.0
2025-05-15T00:00:00Z,scroll,849,572,1.48,0.0,0,0.0
2025-05-15T00:00:00Z,click,717,349,2.05,0.0,0,0.0
2025-05-15T00:00:00Z,sign_up,219,102,2.15,0.0,40,0.0
2025-05-15T00:00:00Z,purchase,131,40,3.27,175.33,28,1193.57
2025-05-15T00:00:00Z,add_to_cart,193,105,1.84,184.04,0,0.0
2025-05-15T00:00:00Z,begin_checkout,124,62,2.0,0.0,0,0.0
2025-05-15T00:00:00Z,view_item,399,206,1.94,0.0,0,0.0
2025-05-16T00:00:00Z,page_view,2457,1451,1.69,0.0,0,0.0
2025-05-16T00:00:00Z,scroll,1070,538,1.99,0.0,0,0.0
2025-05-16T00:00:00Z,click,790,436,1.81,0.0,0,0.0
2025-05-16T00:00:00Z,sign_up,283,172,1.65,0.0,40,0.0
2025-05-16T00:00:00Z,purchase,179,76,2.36,337.79,23,1333.33
2025-05-16T00:00:00Z,add_to_cart,245,104,2.36,431.73,0,0.0
2025-05-16T00:00:00Z,begin_checkout,177,115,1.54,0.0,0,0.0
2025-05-16T00:00:00Z,view_item,486,269,1.81,0.0,0,0.0
2025-05-17T00:00:00Z,page_view,1972,671,2.94,0.0,0,0.0
2025-05-17T00:00:00Z,scroll,905,534,1.69,0.0,0,0.0
2025-05-17T00:00:00Z,click,643,356,1.81,0.0,0,0.0
2025-05-17T00:00:00Z,sign_up,212,97,2.19,0.0,27,0.0
2025-05-17T00:00:00Z,purchase,122,73,1.67,193.05,17,550.43
2025-05-17T00:00:00Z,add_to_cart,202,138,1.46,341.47,0,0.0
2025-05-17T00:00:00Z,begin_checkout,138,96,1.44,0.0,0,0.0
2025-05-17T00:00:00Z,view_item,466,240,1.94,0.0,0,0.0
2025-05-18T00:00:00Z,page_view,1583,1017,1.56,0.0,0,0.0
2025-05-18T00:00:00Z,scroll,881,264,3.34,0.0,0,0.0
2025-05-18T00:00:00Z,click,600,395,1.52,0.0,0,0.0
2025-05-18T00:00:00Z,sign_up,186,79,2.35,0.0,28,0.0
2025-05-18T00:00:00Z,purchase,122,83,1.47,183.32,14,626.98
2025-05-18T00:00:00Z,add_to_cart,177,93,1.9,121.91,0,0.0
2025-05-18T00:00:00Z,begin_checkout,121,75,1.61,0.0,0,0.0
2025-05-18T00:00:00Z,view_item,359,202,1.78,0.0,0,0.0
2025-05-19T00:00:00Z,page_view,2248,1238,1.82,0.0,0,0.0
2025-05-19T00:00:00Z,scroll,1164,684,1.7,0.0,0,0.0
2025-05-19T00:00:00Z,click,788,375,2.1,0.0,0,0.0
2025-05-19T00:00:00Z,sign_up,337,182,1.85,0.0,39,0.0
2025-05-19T00:00:00Z,purchase,172,62,2.77,227.16,21,700.16
2025-05-19T00:00:00Z,add_to_cart,213,108,1.97,112.08,0,0.0
2025-05-19T00:00:00Z,begin_checkout,195,114,1.71,0.0,0,0.0
2025-05-19T00:00:00Z,view_item,579,182,3.18,0.0,0,0.0
2025-05-20T00:00:00Z,page_view,2001,718,2.79,0.0,0,0.0
2025-05-20T00:00:00Z,scroll,974,638,1.53,0.0,0,0.0
2025-05-20T00:00:00Z,click,731,338,2.16,0.0,0,0.0
2025-05-20T00:00:00Z,sign_up,263,87,3.02,0.0,37,0.0
2025-05-20T00:00:00Z,purchase,128,45,2.84,241.55,23,1001.03
2025-05-20T00:00:00Z,add_to_cart,187,106,1.76,343.07,0,0.0
2025-05-20T00:00:00Z,begin_checkout,132,88,1.5,0.0,0,0.0
2025-05-20T00:00:00Z,view_item,530,189,2.8,0.0,0,0.0
2025-05-21T00:00:00Z,page_view,2161,993,2.18,0.0,0,0.0
2025-05-21T00:00:00Z,scroll,1132,475,2.38,0.0,0,0.0
2025-05-21T00:00:00Z,click,768,421,1.82,0.0,0,0.0
2025-05-21T00:00:00Z,sign_up,314,177,1.77,0.0,37,0.0
2025-05-21T00:00:00Z,purchase,180,120,1.5,105.36,21,902.27
2025-05-21T00:00:00Z,add_to_cart,216,149,1.45,216.15,0,0.0
2025-05-21T00:00:00Z,begin_checkout,160,67,2.39,0.0,0,0.0
2025-05-21T00:00:00Z,view_item,552,385,1.43,0.0,0,0.0
2025-05-22T00:00:00Z,page_view,2361,1444,1.64,0.0,0,0.0
2025-05-22T00:00:00Z,scroll,1183,681,1.74,0.0,0,0.0
2025-05-22T00:00:00Z,click,909,535,1.7,0.0,0,0.0
2025-05-22T00:00:00Z,sign_up,239,87,2.75,0.0,41,0.0
2025-05-22T00:00:00Z,purchase,175,97,1.8,108.78,26,1155.01
2025-05-22T00:00:00Z,add_to_cart,238,113,2.11,438.26,0,0.0
2025-05-22T00:00:00Z,begin_checkout,171,55,3.11,0.0,0,0.0
2025-05-22T00:00:00Z,view_item,568,390,1.46,0.0,0,0.0
2025-05-23T00:00:00Z,page_view,2196,950,2.31,0.0,0,0.0
2025-05-23T00:00:00Z,scroll,1014,319,3.18,0.0,0,0.0
2025-05-23T00:00:00Z,click,810,297,2.73,0.0,0,0.0
2025-05-23T00:00:00Z,sign_up,287,106,2.71,0.0,43,0.0
2025-05-23T00:00:00Z,purchase,165,105,1.57,148.91,22,1005.57
2025-05-23T00:00:00Z,add_to_cart,203,92,2.21,144.24,0,0.0
2025-05-23T00:00:00Z,begin_checkout,169,92,1.84,0.0,0,0.0
2025-05-23T00:00:00Z,view_item,465,185,2.51,0.0,0,0.0
2025-05-24T00:00:00Z,page_view,1372,827,1.66,0.0,0,0.0
2025-05-24T00:00:00Z,scroll,758,494,1.53,0.0,0,0.0
2025-05-24T00:00:00Z,click,552,278,1.99,0.0,0,0.0
2025-05-24T00:00:00Z,sign_up,217,114,1.9,0.0,28,0.0
2025-05-24T00:00:00Z,purchase,113,56,2.02,130.68,13,457.3
2025-05-24T00:00:00Z,add_to_cart,168,67,2.51,95.8,0,0.0
2025-05-24T00:00:00Z,begin_checkout,114,55,2.07,0.0,0,0.0
2025-05-24T00:00:00Z,view_item,337,214,1.57,0.0,0,0.0
2025-05-25T00:00:00Z,page_view,1781,538,3.31,0.0,0,0.0
2025-05-25T00:00:00Z,scroll,716,439,1.63,0.0,0,0.0
2025-05-25T00:00:00Z,click,699,389,1.8,0.0,0,0.0
2025-05-25T00:00:00Z,sign_up,221,71,3.11,0.0,27,0.0
2025-05-25T00:00:00Z,purchase,109,48,2.27,54.67,14,614.81
2025-05-25T00:00:00Z,add_to_cart,179,123,1.46,265.89,0,0.0
2025-05-25T00:00:00Z,begin_checkout,116,54,2.15,0.0,0,0.0
2025-05-25T00:00:00Z,view_item,442,140,3.16,0.0,0,0.0
2025-05-26T00:00:00Z,page_view,2138,771,2.77,0.0,0,0.0
2025-05-26T00:00:00Z,scroll,1379,511,2.7,0.0,0,0.0
2025-05-26T00:00:00Z,click,830,351,2.36,0.0,0,0.0
2025-05-26T00:00:00Z,sign_up,294,166,1.77,0.0,42,0.0
2025-05-26T00:00:00Z,purchase,211,73,2.89,113.88,23,1357.69
2025-05-26T00:00:00Z,add_to_cart,263,91,2.89,493.84,0,0.0
2025-05-26T00:00:00Z,begin_checkout,201,102,1.97,0.0,0,0.0
2025-05-26T00:00:00Z,view_item,647,216,3.0,0.0,0,0.0
2025-05-27T00:00:00Z,page_view,2076,1419,1.46,0.0,0,0.0
2025-05-27T00:00:00Z,scroll,998,411,2.43,0.0,0,0.0
2025-05-27T00:00:00Z,click,798,478,1.67,0.0,0,0.0
2025-05-27T00:00:00Z,sign_up,259,90,2.88,0.0,38,0.0
2025-05-27T00:00:00Z,purchase,141,49,2.88,133.15,19,917.99
2025-05-27T00:00:00Z,add_to_cart,204,96,2.12,146.32,0,0.0
2025-05-27T00:00:00Z,begin_checkout,125,46,2.72,0.0,0,0.0
2025-05-27T00:00:00Z,view_item,451,146,3.09,0.0,0,0.0
2025-05-28T00:00:00Z,page_view,2366,920,2.57,0.0,0,0.0
2025-05-28T00:00:00Z,scroll,956,441,2.17,0.0,0,0.0
2025-05-28T00:00:00Z,click,840,403,2.08,0.0,0,0.0
2025-05-28T00:00:00Z,sign_up,285,96,2.97,0.0,37,0.0
2025-05-28T00:00:00Z,purchase,166,89,1.87,238.05,18,1053.82
2025-05-28T00:00:00Z,add_to_cart,188,118,1.59,340.28,0,0.0
2025-05-28T00:00:00Z,begin_checkout,177,66,2.68,0.0,0,0.0
2025-05-28T00:00:00Z,view_item,461,162,2.85,0.0,0,0.0
2025-05-29T00:00:00Z,page_view,2600,1722,1.51,0.0,0,0.0
2025-05-29T00:00:00Z,scroll,1349,582,2.32,0.0,0,0.0
2025-05-29T00:00:00Z,click,793,312,2.54,0.0,0,0.0
2025-05-29T00:00:00Z,sign_up,289,151,1.91,0.0,39,0.0
2025-05-29T00:00:00Z,purchase,180,78,2.31,160.09,22,1279.67
2025-05-29T00:00:00Z,add_to_cart,207,117,1.77,289.35,0,0.0
2025-05-29T00:00:00Z,begin_checkout,162,96,1.69,0.0,0,0.0
2025-05-29T00:00:00Z,view_item,514,214,2.4,0.0,0,0.0
2025-05-30T00:00:00Z,page_view,1925,1135,1.7,0.0,0,0.0
2025-05-30T00:00:00Z,scroll,974,475,2.05,0.0,0,0.0
2025-05-30T00:00:00Z,click,916,276,3.32,0.0,0,0.0
2025-05-30T00:00:00Z,sign_up,286,194,1.47,0.0,42,0.0
2025-05-30T00:00:00Z,purchase,154,59,2.61,103.31,29,1329.1
2025-05-30T00:00:00Z,add_to_cart,244,147,1.66,459.14,0,0.0
2025-05-30T00:00:00Z,begin_checkout,145,81,1.79,0.0,0,0.0
2025-05-30T00:00:00Z,view_item,510,310,1.65,0.0,0,0.0
2025-05-31T00:00:00Z,page_view,1409,937,1.5,0.0,0,0.0
2025-05-31T00:00:00Z,scroll,761,238,3.2,0.0,0,0.0
2025-05-31T00:00:00Z,click,611,400,1.53,0.0,0,0.0
2025-05-31T00:00:00Z,sign_up,207,63,3.29,0.0,27,0.0
2025-05-31T00:00:00Z,purchase,106,61,1.74,158.23,13,552.61
2025-05-31T00:00:00Z,add_to_cart,169,70,2.41,116.84,0,0.0
2025-05-31T00:00:00Z,begin_checkout,122,84,1.45,0.0,0,0.0
2025-05-31T00:00:00Z,view_item,352,159,2.21,0.0,0,0.0
2025-06-01T00:00:00Z,page_view,1509,813,1.86,0.0,0,0.0
2025-06-01T00:00:00Z,scroll,777,500,1.55,0.0,0,0.0
2025-06-01T00:00:00Z,click,646,279,2.32,0.0,0,0.0
2025-06-01T00:00:00Z,sign_up,187,69,2.71,0.0,29,0.0
2025-06-01T00:00:00Z,purchase,119,72,1.65,112.68,17,914.46
2025-06-01T00:00:00Z,add_to_cart,147,78,1.88,168.33,0,0.0
2025-06-01T00:00:00Z,begin_checkout,111,41,2.71,0.0,0,0.0
2025-06-01T00:00:00Z,view_item,354,220,1.61,0.0,0,0.0
2025-06-02T00:00:00Z,page_view,2088,1109,1.88,0.0,0,0.0
2025-06-02T00:00:00Z,scroll,1047,489,2.14,0.0,0,0.0
2025-06-02T00:00:00Z,click,664,445,1.49,0.0,0,0.0
2025-06-02T00:00:00Z,sign_up,254,90,2.82,0.0,39,0.0
2025-06-02T00:00:00Z,purchase,144,93,1.55,237.44,25,1406.86
2025-06-02T00:00:00Z,add_to_cart,195,72,2.71,373.81,0,0.0
2025-06-02T00:00:00Z,begin_checkout,147,85,1.73,0.0,0,0.0
2025-06-02T00:00:00Z,view_item,474,252,1.88,0.0,0,0.0
2025-06-03T00:00:00Z,page_view,2328,903,2.58,0.0,0,0.0
2025-06-03T00:00:00Z,scroll,1066,333,3.2,0.0,0,0.0
2025-06-03T00:00:00Z,click,875,309,2.83,0.0,0,0.0
2025-06-03T00:00:00Z,sign_up,244,155,1.57,0.0,39,0.0
2025-06-03T00:00:00Z,purchase,158,60,2.63,183.82,22,1318.47
2025-06-03T00:00:00Z,add_to_cart,192,64,3.0,187.43,0,0.0
2025-06-03T00:00:00Z,begin_checkout,160,109,1.47,0.0,0,0.0
2025-06-03T00:00:00Z,view_item,576,348,1.66,0.0,0,0.0
2025-06-04T00:00:00Z,page_view,2151,855,2.52,0.0,0,0.0
2025-06-04T00:00:00Z,scroll,884,290,3.05,0.0,0,0.0
2025-06-04T00:00:00Z,click,857,324,2.65,0.0,0,0.0
2025-06-04T00:00:00Z,sign_up,241,137,1.76,0.0,40,0.0
2025-06-04T00:00:00Z,purchase,131,76,1.72,211.46,19,1073.19
2025-06-04T00:00:00Z,add_to_cart,221,144,1.53,210.43,0,0.0
2025-06-04T00:00:00Z,begin_checkout,167,80,2.09,0.0,0,0.0
2025-06-04T00:00:00Z,view_item,560,206,2.72,0.0,0,0.0
2025-06-05T00:00:00Z,page_view,2700,890,3.03,0.0,0,0.0
2025-06-05T00:00:00Z,scroll,1184,641,1.85,0.0,0,0.0
2025-06-05T00:00:00Z,click,1100,466,2.36,0.0,0,0.0
2025-06-05T00:00:00Z,sign_up,325,137,2.37,0.0,43,0.0
2025-06-05T00:00:00Z,purchase,202,95,2.13,358.87,30,1182.28
2025-06-05T00:00:00Z,add_to_cart,277,163,1.7,310.54,0,0.0
2025-06-05T00:00:00Z,begin_checkout,211,137,1.54,0.0,0,0.0
2025-06-05T00:00:00Z,view_item,741,301,2.46,0.0,0,0.0
2025-06-06T00:00:00Z,page_view,1896,880,2.15,0.0,0,0.0
2025-06-06T00:00:00Z,scroll,1181,389,3.04,0.0,0,0.0
2025-06-06T00:00:00Z,click,843,433,1.95,0.0,0,0.0
2025-06-06T00:00:00Z,sign_up,256,173,1.48,0.0,42,0.0
2025-06-06T00:00:00Z,purchase,157,66,2.38,80.68,28,1224.89
2025-06-06T00:00:00Z,add_to_cart,242,102,2.37,225.97,0,0.0
2025-06-06T00:00:00Z,begin_checkout,139,75,1.85,0.0,0,0.0
2025-06-06T00:00:00Z,view_item,560,280,2.0,0.0,0,0.0
2025-06-07T00:00:00Z,page_view,1731,656,2.64,0.0,0,0.0
2025-06-07T00:00:00Z,scroll,747,454,1.65,0.0,0,0.0
2025-06-07T00:00:00Z,click,512,340,1.51,0.0,0,0.0
2025-06-07T00:00:00Z,sign_up,211,132,1.6,0.0,28,0.0
2025-06-07T00:00:00Z,purchase,110,63,1.75,192.75,16,817.98
2025-06-07T00:00:00Z,add_to_cart,158,58,2.72,88.57,0,0.0
2025-06-07T00:00:00Z,begin_checkout,102,48,2.12,0.0,0,0.0
2025-06-07T00:00:00Z,view_item,393,120,3.27,0.0,0,0.0
2025-06-08T00:00:00Z,page_view,1778,590,3.01,0.0,0,0.0
2025-06-08T00:00:00Z,scroll,972,449,2.16,0.0,0,0.0
2025-06-08T00:00:00Z,click,713,278,2.56,0.0,0,0.0
2025-06-08T00:00:00Z,sign_up,207,114,1.82,0.0,30,0.0
2025-06-08T00:00:00Z,purchase,129,83,1.55,210.93,21,1073.67
2025-06-08T00:00:00Z,add_to_cart,180,78,2.31,204.83,0,0.0
2025-06-08T00:00:00Z,begin_checkout,123,68,1.81,0.0,0,0.0
2025-06-08T00:00:00Z,view_item,501,320,1.57,0.0,0,0.0
2025-06-09T00:00:00Z,page_view,1864,1163,1.6,0.0,0,0.0
2025-06-09T00:00:00Z,scroll,1153,726,1.59,0.0,0,0.0
2025-06-09T00:00:00Z,click,869,509,1.71,0.0,0,0.0
2025-06-09T00:00:00Z,sign_up,234,121,1.93,0.0,42,0.0
2025-06-09T00:00:00Z,purchase,166,59,2.81,134.7,29,899.61
2025-06-09T00:00:00Z,add_to_cart,232,70,3.31,184.73,0,0.0
2025-06-09T00:00:00Z,begin_checkout,149,90,1.66,0.0,0,0.0
2025-06-09T00:00:00Z,view_item,571,315,1.81,0.0,0,0.0
2025-06-10T00:00:00Z,page_view,1640,902,1.82,0.0,0,0.0
2025-06-10T00:00:00Z,scroll,859,286,3.0,0.0,0,0.0
2025-06-10T00:00:00Z,click,621,270,2.3,0.0,0,0.0
2025-06-10T00:00:00Z,sign_up,203,90,2.26,0.0,43,0.0
2025-06-10T00:00:00Z,purchase,146,76,1.92,209.97,24,1391.08
2025-06-10T00:00:00Z,add_to_cart,153,84,1.82,191.17,0,0.0
2025-06-10T00:00:00Z,begin_checkout,137,91,1.51,0.0,0,0.0
2025-06-10T00:00:00Z,view_item,388,248,1.56,0.0,0,0.0
2025-06-11T00:00:00Z,page_view,2570,882,2.91,0.0,0,0.0
2025-06-11T00:00:00Z,scroll,1140,549,2.08,0.0,0,0.0
2025-06-11T00:00:00Z,click,802,540,1.49,0.0,0,0.0
2025-06-11T00:00:00Z,sign_up,308,105,2.93,0.0,38,0.0
2025-06-11T00:00:00Z,purchase,193,76,2.54,338.05,18,672.75
2025-06-11T00:00:00Z,add_to_cart,232,110,2.11,202.62,0,0.0
2025-06-11T00:00:00Z,begin_checkout,147,68,2.16,0.0,0,0.0
2025-06-11T00:00:00Z,view_item,547,251,2.18,0.0,0,0.0
2025-06-12T00:00:00Z,page_view,2065,1016,2.03,0.0,0,0.0
2025-06-12T00:00:00Z,scroll,1181,415,2.85,0.0,0,0.0
2025-06-12T00:00:00Z,click,773,397,1.95,0.0,0,0.0
2025-06-12T00:00:00Z,sign_up,284,150,1.89,0.0,40,0.0
2025-06-12T00:00:00Z,purchase,175,97,1.8,297.47,19,858.81
2025-06-12T00:00:00Z,add_to_cart,207,84,2.46,139.8,0,0.0
2025-06-12T00:00:00Z,begin_checkout,156,68,2.29,0.0,0,0.0
2025-06-12T00:00:00Z,view_item,564,378,1.49,0.0,0,0.0
2025-06-13T00:00:00Z,page_view,2244,1467,1.53,0.0,0,0.0
2025-06-13T00:00:00Z,scroll,1311,542,2.42,0.0,0,0.0
2025-06-13T00:00:00Z,click,851,548,1.55,0.0,0,0.0
2025-06-13T00:00:00Z,sign_up,319,157,2.03,0.0,40,0.0
2025-06-13T00:00:00Z,purchase,178,67,2.66,217.53,26,1252.84
2025-06-13T00:00:00Z,add_to_cart,265,89,2.98,481.4,0,0.0
2025-06-13T00:00:00Z,begin_checkout,154,107,1.44,0.0,0,0.0
