date,landing_page,sessions,total_users,new_users,bounce_rate,engagement_rate,avg_session_duration,conversions,total_revenue
2025-06-03T00:00:00Z,/pricing,199,161,62,44.21,54.84,146.2,8,331.27
2025-06-03T00:00:00Z,/blog,162,137,50,36.02,63.43,106.8,4,205.79
2025-06-03T00:00:00Z,/blog/analytics-guide,171,135,73,40.19,60.84,197.2,7,383.0
2025-06-03T00:00:00Z,/signup,124,103,42,36.57,64.09,190.8,3,122.17
2025-06-04T00:00:00Z,/,430,327,141,50.12,49.95,114.5,11,577.06
2025-06-04T00:00:00Z,/features,207,182,88,38.92,61.13,106.5,8,260.3
2025-06-04T00:00:00Z,/pricing,202,177,66,45.99,53.52,120.0,9,434.81
2025-06-04T00:00:00Z,/blog,170,146,69,45.07,54.4,188.8,7,312.84
2025-06-04T00:00:00Z,/blog/analytics-guide,178,143,63,52.83,46.72,129.8,3,107.49
2025-06-04T00:00:00Z,/signup,121,95,46,39.23,61.15,128.4,5,206.63
2025-06-05T00:00:00Z,/,332,266,129,48.18,49.98,92.6,13,756.65
2025-06-05T00:00:00Z,/features,188,163,65,35.67,64.5,164.1,4,183.48
2025-06-05T00:00:00Z,/pricing,179,136,72,38.12,62.88,123.8,7,259.63
2025-06-05T00:00:00Z,/blog,193,167,78,43.9,56.8,122.4,5,214.27
2025-06-05T00:00:00Z,/blog/analytics-guide,219,176,85,42.12,57.99,128.9,7,305.44
2025-06-05T00:00:00Z,/signup,113,93,37,36.71,62.15,176.1,4,210.39
2025-06-06T00:00:00Z,/,345,266,127,48.74,50.46,120.9,10,323.61
2025-06-06T00:00:00Z,/features,191,153,64,36.75,62.53,141.3,8,465.93
2025-06-06T00:00:00Z,/pricing,200,152,55,39.99,61.92,196.8,6,183.84
2025-06-06T00:00:00Z,/blog,197,154,75,47.22,51.79,171.5,4,205.55
2025-06-06T00:00:00Z,/blog/analytics-guide,183,146,65,50.13,49.3,193.9,8,334.16
2025-06-06T00:00:00Z,/signup,134,103,46,47.99,53.93,129.1,2,107.03
2025-06-07T00:00:00Z,/,255,219,100,37.0,63.92,91.4,8,274.25
2025-06-07T00:00:00Z,/features,154,134,51,35.07,63.45,91.5,4,158.14
2025-06-07T00:00:00Z,/pricing,116,97,49,47.31,54.61,129.9,4,212.74
2025-06-07T00:00:00Z,/blog,120,105,51,42.45,58.34,163.6,2,107.59
2025-06-07T00:00:00Z,/blog/analytics-guide,138,104,46,45.96,55.97,157.8,5,185.25
2025-06-07T00:00:00Z,/signup,102,87,47,52.02,47.21,199.4,2,80.39
2025-06-08T00:00:00Z,/,307,258,129,38.51,61.49,98.8,12,551.74
2025-06-08T00:00:00Z,/features,127,112,46,35.89,62.43,106.4,5,272.17
2025-06-08T00:00:00Z,/pricing,138,121,53,50.85,50.17,100.1,5,287.69
2025-06-08T00:00:00Z,/blog,124,101,43,43.73,55.44,174.5,5,262.35
2025-06-08T00:00:00Z,/blog/analytics-guide,138,106,57,49.05,52.06,102.3,3,131.65
2025-06-08T00:00:00Z,/signup,87,65,25,35.13,66.85,138.0,3,164.8
2025-06-09T00:00:00Z,/,384,345,152,50.51,48.53,171.3,15,552.2
2025-06-09T00:00:00Z,/features,156,129,48,37.97,61.89,169.4,4,135.02
2025-06-09T00:00:00Z,/pricing,189,147,73,46.5,55.44,87.4,8,441.73
2025-06-09T00:00:00Z,/blog,198,160,85,43.16,58.56,103.3,6,221.5
2025-06-09T00:00:00Z,/blog/analytics-guide,204,156,71,42.1,57.5,172.8,8,295.41
2025-06-09T00:00:00Z,/signup,106,92,47,39.38,61.31,102.3,4,144.95
2025-06-10T00:00:00Z,/,382,294,118,50.81,49.59,103.7,8,311.85
2025-06-10T00:00:00Z,/features,192,162,89,43.62,55.05,171.3,8,336.21
2025-06-10T00:00:00Z,/pricing,202,152,61,42.05,56.88,101.8,5,287.12
2025-06-10T00:00:00Z,/blog,161,128,65,40.54,60.97,147.5,3,136.88
2025-06-10T00:00:00Z,/blog/analytics-guide,167,146,63,36.96,64.91,101.8,3,124.99
2025-06-10T00:00:00Z,/signup,108,90,33,50.14,47.93,147.1,4,147.06
2025-06-11T00:00:00Z,/,388,336,126,39.09,59.29,128.3,18,941.75
2025-06-11T00:00:00Z,/features,182,162,80,44.82,53.33,98.1,6,275.17
2025-06-11T00:00:00Z,/pricing,174,153,73,51.67,47.51,179.8,5,242.72
2025-06-11T00:00:00Z,/blog,156,136,60,49.07,50.34,154.5,3,100.18
2025-06-11T00:00:00Z,/blog/analytics-guide,170,135,73,51.43,46.75,193.1,3,133.56
2025-06-11T00:00:00Z,/signup,130,111,46,39.42,60.3,81.3,5,284.57
2025-06-12T00:00:00Z,/,356,293,115,39.1,60.12,92.5,11,351.89
2025-06-12T00:00:00Z,/features,163,122,63,35.04,63.01,115.1,4,148.13
2025-06-12T00:00:00Z,/pricing,181,161,71,41.07,57.12,136.7,8,275.22
2025-06-12T00:00:00Z,/blog,199,169,79,42.15,58.87,199.5,6,298.25
2025-06-12T00:00:00Z,/blog/analytics-guide,188,163,59,45.45,55.6,186.9,6,284.77
2025-06-12T00:00:00Z,/signup,125,104,54,44.08,55.61,168.3,5,279.72
2025-06-13T00:00:00Z,/,376,334,140,49.15,50.94,118.1,17,998.4
2025-06-13T00:00:00Z,/features,203,158,71,49.25,49.1,109.0,6,251.54
2025-06-13T00:00:00Z,/pricing,178,149,81,39.95,62.0,176.9,6,325.01
2025-06-13T00:00:00Z,/blog,174,153,69,48.29,49.99,158.4,8,318.48
2025-06-13T00:00:00Z,/blog/analytics-guide,192,170,83,47.0,54.0,199.2,8,459.87
2025-06-13T00:00:00Z,/signup,119,93,40,47.06,53.48,130.5,5,238.79
2025-06-14T00:00:00Z,/,288,219,88,43.32,56.39,168.4,10,334.27
2025-06-14T00:00:00Z,/features,112,97,45,43.26,57.74,189.6,4,225.71
2025-06-14T00:00:00Z,/pricing,117,102,37,53.26,47.13,164.0,2,80.29
2025-06-14T00:00:00Z,/blog,128,112,45,36.67,63.65,92.3,5,197.76
2025-06-14T00:00:00Z,/blog/analytics-guide,117,105,38,35.88,65.76,171.4,3,178.46
2025-06-14T00:00:00Z,/signup,78,69,32,43.31,58.67,183.2,3,147.5
2025-06-15T00:00:00Z,/,303,228,89,47.24,54.66,146.0,10,386.03
2025-06-15T00:00:00Z,/features,145,122,43,37.0,61.79,108.7,5,235.27
2025-06-15T00:00:00Z,/pricing,125,105,51,43.95,54.08,126.2,3,135.88
2025-06-15T00:00:00Z,/blog,153,125,52,41.18,57.14,119.1,4,218.99
2025-06-15T00:00:00Z,/blog/analytics-guide,121,105,47,36.13,63.62,133.9,5,223.99
2025-06-15T00:00:00Z,/signup,94,84,42,51.26,48.98,152.8,3,168.71
2025-06-16T00:00:00Z,/,340,265,106,50.27,49.32,162.0,7,241.23
2025-06-16T00:00:00Z,/features,200,177,89,39.97,61.28,95.3,7,264.96
2025-06-16T00:00:00Z,/pricing,210,171,85,45.2,56.72,80.3,5,253.65
2025-06-16T00:00:00Z,/blog,170,145,52,46.17,52.92,172.9,6,338.35
2025-06-16T00:00:00Z,/blog/analytics-guide,198,155,78,53.97,46.25,171.7,8,414.58
2025-06-16T00:00:00Z,/signup,135,103,38,43.04,55.4,170.5,5,151.24
2025-06-17T00:00:00Z,/,400,319,146,46.06,55.07,179.4,10,559.52
2025-06-17T00:00:00Z,/features,199,159,69,52.55,47.68,98.7,5,294.06
2025-06-17T00:00:00Z,/pricing,202,160,63,37.07,61.9,184.5,6,214.6
2025-06-17T00:00:00Z,/blog,170,151,64,39.32,60.32,111.3,7,252.88
2025-06-17T00:00:00Z,/blog/analytics-guide,219,189,94,53.58,46.12,99.4,7,299.37
2025-06-17T00:00:00Z,/signup,138,104,44,44.61,57.37,122.0,4,214.16
2025-06-18T00:00:00Z,/,322,278,117,48.78,52.18,145.7,11,594.24
2025-06-18T00:00:00Z,/features,201,157,64,50.67,49.28,135.2,6,206.81
2025-06-18T00:00:00Z,/pricing,190,160,69,48.62,53.0,95.3,4,148.72
2025-06-18T00:00:00Z,/blog,166,140,66,39.79,59.04,92.8,5,178.16
2025-06-18T00:00:00Z,/blog/analytics-guide,214,182,70,40.2,61.69,113.5,7,373.0
2025-06-18T00:00:00Z,/signup,118,101,37,39.22,62.07,95.1,3,105.31
2025-06-19T00:00:00Z,/,406,306,128,51.48,46.68,88.4,13,643.08
2025-06-19T00:00:00Z,/features,212,182,78,39.82,58.43,188.2,9,437.14
2025-06-19T00:00:00Z,/pricing,222,187,77,42.83,58.77,170.4,7,296.8
2025-06-19T00:00:00Z,/blog,228,184,94,41.94,59.49,190.8,9,374.16
2025-06-19T00:00:00Z,/blog/analytics-guide,228,175,73,54.62,44.89,138.6,10,542.82
2025-06-19T00:00:00Z,/signup,137,106,55,42.19,59.03,199.3,6,249.7
2025-06-20T00:00:00Z,/,400,306,160,44.58,56.85,86.1,12,503.03
2025-06-20T00:00:00Z,/features,166,135,70,36.15,64.15,112.3,4,198.83
2025-06-20T00:00:00Z,/pricing,196,172,76,47.18,53.52,92.5,7,269.87
2025-06-20T00:00:00Z,/blog,188,157,74,48.46,51.74,112.5,6,192.46
2025-06-20T00:00:00Z,/blog/analytics-guide,171,143,76,39.38,60.67,170.1,6,235.97
